,,,,,,,,300.784424583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Advertising revenue, ex-FX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10255,10794,11355,12232,11977,12243,12637,14198,14307,14372,14704,16777,16303,17126,18072,20079,18613,19178,19912,22414,21543.3131299901,23080.9801491766,24052.0235424313,26942.683178402,25759.8898007335,27456.5298318624,29294.5803674042,33118,31603,33603,34216,38260,34106,30422,37172,45912,43692,48564,52453,61309,56374,58595,57762,63106,56638,59286,59221,64427,61974,65781,66854,72706,68230,70909,73050,81021,71699.294,78953.518,81003.576,89089.827,83917.9340118993,88015.81869869,91393.5989404118,100765.92946467,,,,,,,,,,,,,20999.471,22367.804,28068,35525,44636,51055,60005,71580,80117,95450,115493,137682,147612,206018,235837,239572,267315,293210,320746.215,364093.281115671,398261.859713614,433086.787052504,469471.976667059,511080.2694439,554701.286963687,600891.793005568,650738.458109289,705032.295885786,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234649650854804,0.23841211564938,0.216389930369577,0.202280322390407,0.171344743276284,0.163230403800475,0.163627992633518,0.175720437230871,0.202066879516048,0.191609319293591,0.174065793676142,0.193243243243243,0.164749589197685,0.181266381569872,0.219433198380567,0.231160708811086,0.200219241681713,0.196904449853336,0.186580060783028,0.174861096551001,0.195522371253614,0.205713845749181,0.213461658969339,0.202852054931114,0.200573912427112,0.208475080153513,0.21473510406313,0.213794559513724,0.177814914815881,0.194920767145711,0.180286143033392,0.176579125407467,0.115048876973878,-0.063765618267988,0.0998934785181678,0.210312648283862,0.294079317596185,0.626008638296448,0.414018061733387,0.327063356349705,0.261614895712112,0.16158512409801,0.0871823828345568,0.0304871078887636,0.0361683833080257,0.05326179647527,0.0869828567233215,0.0912062599505437,0.136136980274254,0.131365770600072,0.120827535332875,0.109727246363539,0.106570006000746,0.0973907391358178,0.109272025996902,0.118132512661984,0.0719786798235778,0.106721586767592,0.0919572942223181,0.0827114262797144,0.086437635877197,0.0820134120674469,0.106467310954151,0.10335765784852,,,,,,,,,,,,,0.27946918726009,0.0586570130891158,0.226276392597883,0.258145629692591,0.221866360077742,0.168681041981413,0.174909931077694,0.200523279216423,0.188855913340258,0.202398498419057,0.20837649225232,0.182215505619907,0.0949551594454459,0.402207944243282,0.125729724053328,0.0672642144044049,0.12385697168443,0.10816735326354,0.0884153740697882,0.0949780889867471,0.0926452704274303,0.0863511933738035,0.0830133482481354,0.0877011075849716,0.0845018275422025,0.0824903618803459,0.0822340595346591,0.0827686294755001,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Two-year change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.405994394131087,0.401642519449855,0.380017923003094,0.378000759621278,0.373411622792331,0.354839723094066,0.337693786309659,0.368963680474114,0.366816468713733,0.372875700863462,0.393498992056709,0.424403952054329,0.364968830879398,0.378170831423208,0.406013259163595,0.406021805362087,0.395741612935326,0.402618295602516,0.400041719752368,0.377713151482116,0.396096283680726,0.414188925902694,0.42819676303247,0.416646614444838,0.378388827242994,0.403395847299225,0.395021247096522,0.39037368492119,0.292863791789759,0.131155148877723,0.28017962155156,0.386891773691328,0.409128194570063,0.56224302002846,0.513911540251555,0.537376004633566,0.555694213308297,0.787593762394457,0.501200444567944,0.357550464238468,0.297783279020138,0.21484692057328,0.174165239557878,0.121693367839307,0.17230536358228,0.184627567075342,0.207810392056197,0.200933506314083,0.242706986275,0.22875650973589,0.230099561329777,0.227859759025523,0.178548685824324,0.204112325903409,0.20122932021922,0.200843938941698,0.158416315700775,0.188734998835039,0.198424605176469,0.186069084128235,,,,,,,,,,,,,,,,,,,0.343590973059107,0.375433210294117,0.389379192556681,0.391254411759315,0.410774990671377,0.390591997872227,0.277170665065353,0.497163103688728,0.52793766829661,0.192993938457733,0.191121186088834,0.232024324947969,0.196582727333328,0.183393463056535,0.187623359414177,0.178996463801234,0.169364541621939,0.170714455833107,0.172202935127174,0.166992189422548,0.164724421415005,0.165002689010159,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FX impact to growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.1184685769311,-308.627810922442,-530.26245313337,-153.332022803223,-73.3496332518335,-172.9216152019,-104.051565377532,-114.276250414045,-260.46042681902,104.468949506675,92.6221654423509,-332.859174964437,-567.978852611273,-760.794592357565,-871.120107962213,-613.771537188055,-382.383286045911,-21.8435998252509,-54.2279959477976,-7.86245937729246,-48.279689234183,-188.580682233714,32.2889864285347,152.685387740525,499.619852444095,292.693917703137,-126.471928285925,-219.90359795526,-378.653910531574,-394.359768700592,-144.879641125211,-100.252168030015,-112.139144080818,-170.800763217824,-22.7837613918802,75.6577213054244,293.81275360602,629.457260521646,182.504380644291,-15.1518431134878,-383.358696625191,-457.33883117913,-617.353660831923,-663.629386502065,-382.356707707505,-203.062819783968,78.1909621526378,184.614342332576,-57.7473051257593,-200.368058063738,-167.653025298842,-37.3948746126951,-218.135227622893,66.7017456976593,171.895404986788,174.300658285147,828.598099805629,335.150310511381,215.130473715024,271.838577953072,12.9464297312554,12.293397119576,12.1066171349216,10.9497095269218,,,,,,,,,,,,,78.5979442799056,246.586702842813,73.3983304675934,356.282759597677,-260.053105581561,3.89140685803202,-74.6005639097747,-702.737152824367,-108.918237127171,15.9983875640868,101.279596555657,-246.520294347463,-51.0344111385574,236.789088236096,-542.442135209573,-76.4902683173463,-114.565596687057,55.9733927964023,399.256106928276,12.0296434543521,10.9741391878515,10.0335657965211,9.22750155130991,8.51295714286549,7.8204385173053,7.20589213885514,6.65234424705119,6.14308669712793,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Google Search & Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8317.46451887783,8497.65536159905,8911.19578685178,9969.68004197129,9966.69878929142,10373.2801050294,10532.5252632277,11546.5308496879,11180.6857760214,11558.098247014,12010.9583153437,13614.6815697484,13231.8113415297,14147.5718446313,14490.0021658604,15992.5740030365,15864.2390883002,16768.4086871322,17581.4590238988,19598.8720198174,19991.3820652715,20941.6412468859,21042.9766878426,23320,22547,23642,24741,27185,24502,21319,26338,31903,31879,35845,37926,43301,39618,40689,39539,42604,40359,42628,44026,48020,46156,48509,49385,54034,50702,54190,56567,63073,60181.139119279,63401.2447710239,64520.6492898243,71034.3070637133,65968.6903553626,69124.2602755658,72028.289153128,79631.0786545124,,,,,,,,,,,,,,,,,30171.7783516687,35695.9957093,42419.0350072364,48364.4239081274,57861.9593550579,69812.9788191486,85296,98115,104062,148951,162450,175033,198084,224532,259137.340243841,286752.318438569,316002.947992343,345659.632760176,376654.681341137,412688.149795919,450583.799837281,490929.626602988,534840.753055564,583133.986919497,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.190842721222,413.540425252733,1058.4842551195,-2.98125267987234,406.581315738016,159.245158198222,1014.00558646026,-365.845073666513,377.412470992613,452.860068329657,1603.72325440469,-382.870228218675,915.76050310163,342.43032122908,1502.57183717612,-128.334914736321,904.169598831993,813.050336766621,2017.41299591861,392.510045454132,950.259181614358,101.335440956653,2277.02331215745,-773,1095,1099,2444,-2683,-3183,5019,5565,-24,3966,2081,5375,-3683,1071,-1150,3065,-2245,2269,1398,3994,-1864,2353,876,4649,-3332,3488,2377,6506,-2891.860880721,3220.10565174491,1119.40451880044,6513.65777388895,-5065.61670835075,3155.56992020323,2904.02887756219,7602.78950138448,,,,,,,,,,,,,,,,,,5524.21735763129,6723.03929793646,5945.38890089103,9497.53544693047,11951.0194640907,15483.0211808514,12819,5946.99999999999,44889,13499,12583,23051,26448,34605.3402438405,27614.9781947282,29250.6295537741,29656.6847678329,30995.0485809611,36033.4684547818,37895.6500413623,40345.8267657065,43911.1264525766,48293.2338639324,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198285699526626,0.220722618606815,0.181942975461059,0.158164635282,0.121804321811585,0.114218273293336,0.140368336668291,0.179114467105619,0.183452572283823,0.22403976348672,0.206398505883566,0.174656485434944,0.198946892365999,0.185249940504485,0.213351028015864,0.225498285397721,0.260153856355777,0.248874692740295,0.196884550891848,0.189864395074368,0.127835980843366,0.128946853843924,0.175736701466478,0.16573756432247,0.0867077659999114,-0.0982573386346333,0.0645487247888121,0.173551590950892,0.30107746306424,0.681364041465359,0.439972663072367,0.357270476130771,0.242761692650334,0.135137397126517,0.042530190370722,-0.0160966259439735,0.0187036195668635,0.0476541571432083,0.113482890310832,0.127124213688856,0.143635868083947,0.137960964624191,0.121723527006769,0.125239483548522,0.0984920703700494,0.11711228844132,0.145428773919206,0.167283562201577,0.186957893559998,0.169980527237939,0.140605817699796,0.126223694191069,0.0961688549067279,0.0902666110927437,0.116360265216483,0.121022812020794,,,,,,,,,,,,,,,,,,0.183092202694966,0.188341553845069,0.140158513739805,0.196374414899925,0.206543635875788,0.2217785495296,0.15028840742825,0.0606125465015541,0.431367838404029,0.090627118985438,0.0774576792859343,0.131695166054401,0.133519113103532,0.154122086134005,0.106565029064292,0.102006601770652,0.0938493927232336,0.0896692747529071,0.0956671196186361,0.0918263586199468,0.0895412280252343,0.0894448492677491,0.0902946037451924,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Two Year Stacked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.320090021338211,0.334940891900151,0.32231131212935,0.337279102387619,0.305256894095408,0.338258036780057,0.346766842551856,0.353770952540564,0.382399464649823,0.409289703991205,0.41974953389943,0.400154770832665,0.459100748721776,0.43412463324478,0.410235578907713,0.415362680472089,0.387989837199143,0.377821546584219,0.372621252358326,0.355601959396838,0.214543746843277,0.0306895152092912,0.24028542625529,0.339289155273362,0.387785229064151,0.583106702830726,0.504521387861179,0.530822067081664,0.543839155714574,0.816501438591876,0.482502853443089,0.341173850186798,0.261465312217198,0.182791554269725,0.156013080681554,0.111027587744882,0.16233948765081,0.185615121767399,0.235206417317601,0.252363697237377,0.242127938453996,0.255073253065511,0.267152300925975,0.292523045750098,0.285449963930047,0.287092815679259,0.286034591619002,0.293507256392646,0.283126748466726,0.260247138330683,0.256966082916278,0.247246506211863,,,,,,,,,,,,,,,,,,,0.371433756540034,0.328500067584874,0.33653292863973,0.402918050775712,0.428322185405387,0.372066956957849,0.210900953929804,0.491980384905583,0.521994957389467,0.168084798271372,0.209152845340335,0.265214279157933,0.287641199237537,0.260687115198297,0.208571630834943,0.195855994493885,0.183518667476141,0.185336394371543,0.187493478238583,0.181367586645181,0.178986077292983,0.179739453012941,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0216641552617687,0.048665238545861,0.118781393702657,-0.000299031931548566,0.0407939804677213,0.0153514757710065,0.096273738834548,-0.0316844148627032,0.0337557533189985,0.0391811921521477,0.133521673483453,-0.0281218643460166,0.0692090054388399,0.0242041761646203,0.103697143725506,-0.00802465661324769,0.0569941989527134,0.0484870301014635,0.114746619900902,0.0200271752913761,0.0475334410853525,0.00483894455845113,0.108208232415758,-0.033147512864494,0.0485652193196433,0.0464850689450977,0.0987833959823774,-0.0986941327938201,-0.129907762631622,0.235423800365871,0.211291669830663,-0.000752280349810341,0.124407917437812,0.0580555168084809,0.14172335600907,-0.0850557723840096,0.0270331667423898,-0.0282631669492983,0.0775183995548698,-0.0526945826682941,0.056220421715107,0.0327953457821151,0.0907191205196929,-0.0388171595168679,0.0509792876332438,0.0180585046073924,0.0941378961223043,-0.0616648776696155,0.0687941304090569,0.0438641815833181,0.1150140541305,-0.0458494265489354,0.0535068910105319,0.0176558760453871,0.100954622211408,-0.0713122562567861,0.0478343575293778,0.0420117172463792,0.105552826407155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of total gross revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.642225659707963,0.648329546166098,0.64789848675671,0.634728467687737,0.646348819020196,0.650158577563737,0.637446302924872,0.637824164485881,0.647855242555418,0.65200531658002,0.643157071772084,0.638317856896636,0.65319698580884,0.658026597424712,0.645405646334702,0.613588628109136,0.640979357103038,0.644690837644452,0.633064202214418,0.606344461213916,0.641860337291195,0.641260411148786,0.623680399758226,0.593746817394847,0.620462863590082,0.607076828266228,0.610903972937603,0.590016277807922,0.595301149201876,0.556675457607646,0.570419942390575,0.560705121445394,0.576327873594388,0.579266321913381,0.582419607481802,0.574855625622303,0.582523415329873,0.583898973954223,0.572265964221618,0.560225120976226,0.578316878501727,0.571390273979948,0.574054998500515,0.556366585563666,0.573088814114901,0.572431615963749,0.559489282639235,0.56011775803626,0.561894629518807,0.561973700584892,0.552703574150431,0.554107952349158,0.548951939454701,0.540694233679158,0.525860416002654,0.528296774883857,0.515825224101067,0.506640520791288,0.497572854656584,0.502475254492271,,,,,,,,,,,,,,,,,0.655338365587938,0.636928051340018,0.642702913701859,0.644953578633232,0.640973495159716,0.62976842559333,0.62342218551517,0.606183235819273,0.570118393443162,0.578142890966748,0.574361113861036,0.569409292308894,0.565925180990692,0.557378188642525,0.53536059819041,0.50523432960232,0.47879924326162,0.45406110535898,0.432169942733455,0.416450740510608,0.40233348863981,0.390088065173762,0.38020151302917,0.372646218305521,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,YouTube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.535481122172,370.34463840095,464.804213148217,568.319958028713,502.301210708586,561.719894970569,719.474736772347,882.469150312089,751.314223978601,843.901752985988,1076.04168465633,1321.31843025165,1096.18865847032,1252.42815536869,1598.99783413961,1975.42599696349,1577.4650691534,1697.56839159461,2185.40479828456,2687.58292181883,2162.135,2348.1275,3039.7375,3605,3025,3603,3804,4717,4038,3812,5037,6885,6005,7002,7205,8633,6869,7340,7071,7963,6693,7665,7952,9200,8090,8663,8921,10473,8927,9796,10261,11383,9975.33538757357,10761.4841588854,10872.7516636253,12621.7018382128,11092.7827347364,11939.6402261212,12388.2186772541,13700.8088628261,,,,,,,,,,,,,,,,,1049.22164833135,1726.00429070005,2665.96499276359,3992.57609187257,5923.04064494211,8148.02118085139,11155,15149,19772,28845,29243,31510,36147,40367,44231.273048297,49121.4505009377,54461.4516846282,59968.2515048547,65627.9861781647,71415.1225345831,77304.9878364689,83274.0775769603,89300.2844626222,95363.0527269915,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8091572787777,94.4595747472666,103.515744880496,-66.0187473201273,59.4186842619833,157.754841801778,162.994413539742,-131.154926333488,92.5875290073872,232.139931670344,245.276745595314,-225.129771781325,156.23949689837,346.569678770921,376.428162823876,-397.960927810089,120.103322441209,487.836406689953,502.178123534264,-525.447921818825,185.9925,691.61,565.2625,-580,578,201,913,-679,-226,1225,1848,-880,997,203,1428,-1764,471,-269,892,-1270,972,287,1248,-1110,573,258,1552,-1546,869,465,1122,-1407.66461242643,786.148771311817,111.267504739868,1748.95017458756,-1528.91910347646,846.85749138481,448.578451132948,1312.59018557195,,,,,,,,,,,,,,,,,,676.782642368705,939.960702063538,1326.61109910898,1930.46455306954,2224.98053590928,3006.97881914861,3994,4623,9073,398,2267,4637,4220,3864.27304829703,4890.17745264067,5340.00118369046,5506.7998202265,5659.73467331004,5787.13635641843,5889.8653018858,5969.08974049139,6026.20688566186,6062.76826436931,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.557351795718625,0.5167490945621,0.547909240966628,0.552768186028589,0.495744401887341,0.50235332688404,0.495593423451654,0.49729702141356,0.459028224789129,0.484092373238008,0.485999898461464,0.495041582510332,0.439045238211712,0.355421773550657,0.366734057810956,0.36050802507916,0.370638908131503,0.383229984504065,0.390926524178061,0.341353961856668,0.399080075943454,0.534414123594226,0.251423848276372,0.308460471567268,0.334876033057851,0.0580072162087149,0.324132492113565,0.459614161543354,0.487122337790986,0.836831059811123,0.430414929521541,0.253885257806826,0.143880099916736,0.048271922307912,-0.0185981956974324,-0.0776091740993861,-0.0256223613335275,0.0442779291553133,0.124593409701598,0.155343463518774,0.208725534140146,0.130202217873451,0.121856136820925,0.138369565217391,0.103461063040791,0.130786101812305,0.150207375854725,0.0868900983481333,0.117434231833043,0.0985590198943844,0.0596191076527879,0.108820331917141,0.112021030245741,0.109478957534218,0.139382104964178,0.0854961587942287,,,,,,,,,,,,,,,,,,0.645033052306004,0.544587697219628,0.497610097173026,0.483513528270449,0.375648365305288,0.369044060196516,0.358045719408337,0.305168657997228,0.458881246206757,0.0137978852487433,0.077522825975447,0.147159631862901,0.116745511384071,0.0957285170633693,0.110559274369087,0.108710168963527,0.101113717131797,0.0943788509967123,0.0881809223995949,0.0824736427362931,0.0772148073177168,0.0723659398099312,0.0678919255504384,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Two Year Stacked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05309619760597,1.01910242144614,1.04350266441828,1.05006520744215,0.954772626676471,0.986445700122049,0.981593321913118,0.992338603923892,0.898073463000841,0.839514146788666,0.85273395627242,0.855549607589492,0.809684146343215,0.738651758054722,0.757660581989017,0.701861986935828,0.769718984074957,0.91764410809829,0.642350372454433,0.649814433423935,0.733956109001305,0.59242133980294,0.575556340389937,0.768074633110621,0.821998370848837,0.894838276019838,0.754547421635105,0.71349941935018,0.631002437707722,0.885102982119035,0.411816733824108,0.17627608370744,0.118257738583209,0.0925498514632253,0.105995214004166,0.0777342894193882,0.183103172806619,0.174480147028764,0.246449546522524,0.293713028736166,0.312186597180937,0.260988319685756,0.27206351267565,0.225259663565525,0.220895294873834,0.22934512170669,0.209826483507513,0.195710430265274,0.229455262078783,0.208037977428603,0.199001212616966,0.19431649071137,,,,,,,,,,,,,,,,,,,,,,,,,0.663214377405565,0.764049904203985,0.4726791314555,0.0913207112241903,0.224682457838348,0.263905143246971,0.21247402844744,0.206287791432456,0.219269443332614,0.209823886095323,0.195492568128509,0.182559773396307,0.170654565135888,0.15968845005401,0.149580747127648,0.14025786536037,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148229140907038,0.255058572347957,0.222708275769194,-0.116164752596621,0.118292934588317,0.280842539518817,0.226546402825699,-0.148622675690254,0.123234095738382,0.275079333404582,0.227943535174152,-0.170382677352384,0.142529751326195,0.276718211168686,0.235415054846791,-0.201455751023734,0.0761369140843589,0.287373639321656,0.229787233892984,-0.195509473420536,0.0860226119090621,0.294536817102138,0.185957669042146,-0.160887656033287,0.191074380165289,0.0557868442964196,0.240010515247108,-0.143947424210303,-0.0559683011391778,0.321353620146905,0.366885050625372,-0.127814088598402,0.166028309741882,0.028991716652385,0.198195697432339,-0.204332213598981,0.068568932886883,-0.0366485013623978,0.126149059538962,-0.159487630290092,0.145226355894218,0.0374429223744293,0.156941649899396,-0.120652173913044,0.0708281829419035,0.0297818307745585,0.173971527855622,-0.147617683567268,0.0973451327433628,0.0474683544303798,0.109346067634734,-0.123663762841643,0.0788092571094035,0.0103394200183808,0.160856260558094,-0.121134148395709,0.0763431062913482,0.0375705165848768,0.105954715505788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of total gross revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249042916471448,0.0282554847334211,0.0337941117600855,0.0361825910758715,0.0325746569849926,0.0352065117499573,0.0435438320385128,0.0487471220412135,0.0435342579660796,0.0476054466624916,0.0576193673176081,0.061949384886851,0.0541140671605036,0.0582524723427298,0.0712216753881614,0.0757913596133935,0.0637359623900363,0.0652659896806847,0.0786909404538586,0.0831476942678225,0.0694193475887755,0.0719027314205224,0.0900929905157084,0.0917863326204298,0.0832438977407193,0.0925174609695974,0.0939282451418554,0.102376559956593,0.0981073398284701,0.0995378228059639,0.109089727762978,0.12100601075609,0.108562027696424,0.113154492566257,0.110645290088762,0.114610023232658,0.100998367911073,0.105331132955442,0.102341805129393,0.104710183042289,0.0959061143192858,0.102742480295963,0.103686125200475,0.106592515351639,0.100448230050038,0.102227938920488,0.101067204422894,0.108563372689672,0.0989316665558437,0.101588750155556,0.100257948527544,0.100001757036933,0.0909916260785,0.091775365792159,0.0886158117728249,0.0938701966740198,0.0867371643915725,0.0875106007371032,0.0855780611177221,0.0864526455803369,,,,,,,,,,,,,,,,,0.0227893494424706,0.0307973073067599,0.0403927969691912,0.0532421567412896,0.0656132648544633,0.0735016118429606,0.0815310739005548,0.0935949634553958,0.108323700055334,0.111959850487314,0.103392071730614,0.102506880420568,0.103271831734368,0.100207032142112,0.0913788833966489,0.0865480120547014,0.0825185398402078,0.0787747482901243,0.075300917347796,0.072066233735789,0.06902686127805,0.0661687990311411,0.0634807708138444,0.0609408502366872,,,,,,,,,,,,,,,,,,,,,,,,,,,
